Time,ag_id,x,y,speed,x_speed,y_speed,theta_delta,data_label
5.21,Helmet_1,-1.530407,-3.308192,0.025208,-0.000728,0.025197,1.59966,Visitors-Alone
5.21,Helmet_4,-0.319737,2.734271,0.016085,0.009803,-0.012752,-0.915451,Visitors-Group 2
5.21,Helmet_7,-0.618696,3.093533,0.128289,0.128213,-0.004422,-0.03448,Visitors-Group 2
5.61,Helmet_2,-6.953473,-2.881027,0.0,0.0,0.0,0.0,Visitors-Group 3
5.61,Helmet_10,-7.72282,-3.26443,0.079189,-0.042369,-0.066901,-2.135344,Visitors-Group 3
5.61,Helmet_4,-0.326966,2.728411,0.023265,-0.018073,-0.01465,-2.460407,Visitors-Group 2
5.61,Helmet_5,-7.033066,-1.599326,0.956233,0.613227,0.733712,0.874612,Visitors-Group 3
5.61,Helmet_8,-0.267827,-2.661638,0.28964,-0.202617,0.206972,2.345562,Visitors-Alone
5.61,Helmet_1,-1.49871,-3.364852,0.162309,0.079244,-0.14165,-1.060739,Visitors-Alone
5.61,Helmet_7,-0.488431,3.098879,0.325939,0.325665,0.013366,0.04102,Visitors-Group 2
6.01,Helmet_4,-0.354294,2.693904,0.110043,-0.068318,-0.086268,-2.240595,Visitors-Group 2
6.01,Helmet_8,-0.344359,-2.677299,0.195295,-0.19133,-0.039153,-2.939746,Visitors-Alone
6.01,Helmet_1,-1.495434,-3.368642,0.012521,0.008187,-0.009473,-0.858033,Visitors-Alone
6.01,Helmet_2,-6.965532,-2.818148,0.160063,-0.030148,0.157199,1.760275,Visitors-Group 3
6.01,Helmet_10,-7.688799,-3.329879,0.184409,0.085054,-0.163624,-1.091424,Visitors-Group 3
6.01,Helmet_7,-0.370414,3.11885,0.299237,0.295043,0.049929,0.167637,Visitors-Group 2
6.01,Helmet_5,-6.89747,-1.245204,0.947985,0.338991,0.885303,1.205109,Visitors-Group 3
6.41,Helmet_1,-1.564034,-3.220295,0.408599,-0.171498,0.370866,2.003934,Visitors-Alone
6.41,Helmet_8,-0.379718,-2.765276,0.237041,-0.088396,-0.219942,-1.952945,Visitors-Alone
6.41,Helmet_4,-0.379142,2.659699,0.105694,-0.06212,-0.085512,-2.19905,Visitors-Group 2
6.41,Helmet_5,-6.82806,-0.893948,0.89512,0.173523,0.87814,1.375707,Visitors-Group 3
6.41,Helmet_2,-6.97886,-2.647538,0.427824,-0.033319,0.426525,1.648755,Visitors-Group 3
6.41,Helmet_7,-0.294223,3.161298,0.218044,0.190477,0.10612,0.508298,Visitors-Group 2
6.41,Helmet_10,-7.595745,-3.413436,0.312657,0.232634,-0.208891,-0.731677,Visitors-Group 3
6.81,Helmet_10,-7.487042,-3.46607,0.301938,0.271757,-0.131585,-0.450927,Visitors-Group 3
6.81,Helmet_7,-0.335092,3.203724,0.147272,-0.102172,0.106065,2.337504,Visitors-Group 2
6.81,Helmet_3,7.31539,-0.493747,0.0,0.0,0.0,0.0,Visitors-Alone
6.81,Helmet_2,-6.932884,-2.41197,0.600029,0.114938,0.588918,1.378052,Visitors-Group 3
6.81,Helmet_8,-0.422334,-2.826892,0.187293,-0.10654,-0.154039,-2.175892,Visitors-Alone
6.81,Helmet_4,-0.406628,2.665991,0.070495,-0.068717,0.01573,2.916561,Visitors-Group 2
6.81,Helmet_5,-6.686298,-0.562245,0.901816,0.354405,0.829259,1.166915,Visitors-Group 3
6.81,Helmet_6,3.86137,-1.755521,0.0,0.0,0.0,0.0,Visitors-Alone
6.81,Helmet_1,-1.651558,-3.04029,0.500388,-0.218811,0.450011,2.023371,Visitors-Alone
7.21,Helmet_2,-6.941031,-2.219853,0.480725,-0.020367,0.480294,1.613177,Visitors-Group 3
7.21,Helmet_1,-1.592014,-2.931716,0.309576,0.148861,0.271436,1.069166,Visitors-Alone
7.21,Helmet_3,7.30693,-0.494036,0.021164,-0.021151,-0.000721,-3.107506,Visitors-Alone
7.21,Helmet_5,-6.511868,-0.171698,1.069323,0.436075,0.976366,1.150748,Visitors-Group 3
7.21,Helmet_4,-0.437548,2.639189,0.102297,-0.077299,-0.067005,-2.427408,Visitors-Group 2
7.21,Helmet_8,-0.446448,-2.830524,0.060965,-0.060285,-0.009081,-2.992078,Visitors-Alone
7.21,Helmet_7,-0.396031,3.207012,0.15257,-0.152349,0.008218,3.087706,Visitors-Group 2
7.21,Helmet_6,3.86137,-1.755521,0.0,0.0,0.0,0.0,Visitors-Alone
7.21,Helmet_10,-7.343417,-3.394783,0.400858,0.359062,0.178216,0.460714,Visitors-Group 3
7.61,Helmet_8,-0.448156,-2.8049,0.064202,-0.004271,0.06406,1.637374,Visitors-Alone
7.61,Helmet_3,7.095396,-0.530874,0.536793,-0.528834,-0.092096,-2.969172,Visitors-Alone
7.61,Helmet_1,-1.46893,-2.853566,0.364494,0.307709,0.195374,0.565709,Visitors-Alone
7.61,Helmet_4,-0.409427,2.569232,0.188494,0.070302,-0.174893,-1.188588,Visitors-Group 2
7.61,Helmet_5,-6.249852,0.191635,1.119889,0.655042,0.908334,0.946018,Visitors-Group 3
7.61,Helmet_7,-0.408058,3.186068,0.060379,-0.030069,-0.052359,-2.092092,Visitors-Group 2
7.61,Helmet_2,-7.044206,-1.979129,0.654756,-0.257935,0.60181,1.975711,Visitors-Group 3
7.61,Helmet_10,-7.175852,-3.170645,0.699625,0.418913,0.560346,0.928835,Visitors-Group 3
8.01,Helmet_1,-1.426733,-2.798363,0.17371,0.105492,0.138009,0.918149,Visitors-Alone
8.01,Helmet_7,-0.516132,3.171686,0.272565,-0.270183,-0.035956,-3.009289,Visitors-Group 2
8.01,Helmet_5,-5.868848,0.40924,1.096916,0.952509,0.544014,0.518927,Visitors-Group 3
8.01,Helmet_8,-0.439123,-2.791312,0.04079,0.022583,0.033969,0.984086,Visitors-Alone
8.01,Helmet_4,-0.2947,2.493346,0.343886,0.286819,-0.189716,-0.584382,Visitors-Group 2
8.01,Helmet_2,-7.013162,-1.588274,0.980213,0.077608,0.977136,1.491539,Visitors-Group 3
8.01,Helmet_3,6.682844,-0.564785,1.034857,-1.031379,-0.084777,-3.059579,Visitors-Alone
8.01,Helmet_10,-7.014332,-2.86871,0.856058,0.403801,0.754838,1.07958,Visitors-Group 3
8.41,Helmet_4,-0.152959,2.474893,0.357341,0.354351,-0.046131,-0.129457,Visitors-Group 2
8.41,Helmet_3,6.260314,-0.539745,1.05818,-1.056326,0.0626,3.0824,Visitors-Alone
8.41,Helmet_8,-0.458527,-2.791579,0.048515,-0.04851,-0.000667,-3.127833,Visitors-Alone
8.41,Helmet_10,-6.895136,-2.526264,0.906494,0.297987,0.856116,1.235843,Visitors-Group 3
8.41,Helmet_1,-1.421874,-2.799706,0.012604,0.012149,-0.003357,-0.269636,Visitors-Alone
8.41,Helmet_5,-5.422448,0.563274,1.18057,1.116,0.385084,0.332265,Visitors-Group 3
8.41,Helmet_2,-6.934356,-1.19775,0.995991,0.197015,0.976311,1.371675,Visitors-Group 3
8.41,Helmet_7,-0.698547,3.199573,0.461336,-0.456037,0.069719,2.989888,Visitors-Group 2
8.81,Helmet_8,-0.489139,-2.856488,0.179412,-0.07653,-0.162271,-2.011481,Visitors-Alone
8.81,Helmet_3,5.817283,-0.551916,1.107994,-1.107576,-0.030428,-3.114127,Visitors-Alone
8.81,Helmet_2,-6.89412,-0.79351,1.015594,0.100591,1.0106,1.471587,Visitors-Group 3
8.81,Helmet_10,-6.85461,-2.095924,1.080609,0.101316,1.075849,1.4769,Visitors-Group 3
8.81,Helmet_5,-4.937064,0.656696,1.235733,1.213461,0.233556,0.190146,Visitors-Group 3
8.81,Helmet_7,-0.812883,3.22151,0.291055,-0.285841,0.054842,2.952033,Visitors-Group 2
8.81,Helmet_4,-0.026473,2.489954,0.318449,0.316215,0.037652,0.118514,Visitors-Group 2
8.81,Helmet_1,-1.406052,-2.851095,0.134424,0.039554,-0.128473,-1.272129,Visitors-Alone
9.21,Helmet_4,0.03978,2.407871,0.263712,0.165632,-0.205207,-0.891713,Visitors-Group 2
9.21,Helmet_1,-1.446491,-2.93602,0.235154,-0.101098,-0.212312,-2.015201,Visitors-Alone
9.21,Helmet_3,5.358297,-0.570813,1.148438,-1.147466,-0.047243,-3.100445,Visitors-Alone
9.21,Helmet_5,-4.4712,0.713252,1.173211,1.16466,0.141389,0.120808,Visitors-Group 3
9.21,Helmet_7,-0.879296,3.185493,0.188876,-0.166031,-0.090042,-2.644663,Visitors-Group 2
9.21,Helmet_8,-0.493328,-3.002794,0.365915,-0.010474,-0.365765,-1.599424,Visitors-Alone
9.21,Helmet_10,-6.786938,-1.602572,1.244928,0.169181,1.233379,1.434478,Visitors-Group 3
9.21,Helmet_2,-6.73192,-0.337148,1.210822,0.405499,1.140904,1.229302,Visitors-Group 3
9.61,Helmet_8,-0.514499,-3.095538,0.237822,-0.052925,-0.231859,-1.795215,Visitors-Alone
9.61,Helmet_1,-1.495065,-3.013939,0.229549,-0.121435,-0.194798,-2.128238,Visitors-Alone
9.61,Helmet_3,4.89494,-0.560146,1.158699,-1.158393,0.026668,3.118576,Visitors-Alone
9.61,Helmet_2,-6.442978,0.103925,1.318223,0.722358,1.102684,0.990851,Visitors-Group 3
9.61,Helmet_10,-6.64206,-1.1074,1.289828,0.362193,1.237931,1.286162,Visitors-Group 3
9.61,Helmet_7,-1.008149,3.124606,0.356286,-0.322133,-0.152219,-2.700158,Visitors-Group 2
9.61,Helmet_4,0.057608,2.261331,0.369051,0.044569,-0.36635,-1.449735,Visitors-Group 2
9.61,Helmet_5,-4.070564,0.73581,1.003175,1.001589,0.056395,0.056246,Visitors-Group 3
10.01,Helmet_10,-6.504799,-0.594668,1.326966,0.343154,1.281829,1.309223,Visitors-Group 3
10.01,Helmet_3,4.403671,-0.593672,1.23103,-1.228174,-0.083816,-3.073454,Visitors-Alone
10.01,Helmet_1,-1.495614,-3.05907,0.112836,-0.001374,-0.112827,-1.582971,Visitors-Alone
10.01,Helmet_8,-0.52914,-3.115996,0.062897,-0.036605,-0.051147,-2.191965,Visitors-Alone
10.01,Helmet_7,-1.123842,3.047842,0.34711,-0.289234,-0.191909,-2.55578,Visitors-Group 2
10.01,Helmet_4,-0.006525,2.179354,0.260206,-0.16033,-0.204942,-2.234662,Visitors-Group 2
10.01,Helmet_5,-3.767824,0.607581,0.821943,0.756851,-0.320572,-0.400651,Visitors-Group 3
10.01,Helmet_2,-5.98168,0.41504,1.391015,1.153242,0.777787,0.593362,Visitors-Group 3
10.41,Helmet_5,-3.484023,0.389534,0.894733,0.709501,-0.545119,-0.655119,Visitors-Group 3
10.41,Helmet_4,-0.153805,2.167422,0.369408,-0.368201,-0.029831,-3.06075,Visitors-Group 2
10.41,Helmet_7,-1.123974,2.964235,0.209017,-0.000329,-0.209016,-1.572371,Visitors-Group 2
10.41,Helmet_2,-5.403402,0.619636,1.533513,1.445696,0.511491,0.340059,Visitors-Group 3
10.41,Helmet_1,-1.475811,-3.109435,0.135295,0.049507,-0.125911,-1.196171,Visitors-Alone
10.41,Helmet_8,-0.52637,-3.11317,0.009896,0.006926,0.007067,0.795492,Visitors-Alone
10.41,Helmet_10,-6.345876,-0.163347,1.149171,0.397309,1.078304,1.217774,Visitors-Group 3
10.41,Helmet_3,3.892628,-0.630537,1.280925,-1.277605,-0.092161,-3.069581,Visitors-Alone
10.81,Helmet_7,-1.042181,2.875493,0.301716,0.204482,-0.221855,-0.826124,Visitors-Group 2
10.81,Helmet_2,-4.8683,0.726835,1.364334,1.337754,0.267996,0.197716,Visitors-Group 3
10.81,Helmet_3,3.443408,-0.72252,1.146353,-1.123051,-0.229957,-2.939623,Visitors-Alone
10.81,Helmet_5,-3.104621,0.166022,1.100862,0.948505,-0.55878,-0.532379,Visitors-Group 3
10.81,Helmet_4,-0.348368,2.146773,0.489138,-0.486406,-0.051621,-3.035861,Visitors-Group 2
10.81,Helmet_10,-6.10559,0.137213,0.962008,0.600715,0.751399,0.896383,Visitors-Group 3
10.81,Helmet_8,-0.545618,-3.103434,0.053924,-0.04812,0.024338,2.673342,Visitors-Alone
10.81,Helmet_1,-1.465126,-3.166106,0.144175,0.026715,-0.141679,-1.384424,Visitors-Alone
11.21,Helmet_7,-0.937467,2.832883,0.282628,0.261784,-0.106526,-0.386461,Visitors-Group 2
11.21,Helmet_5,-2.660128,-0.066769,1.254404,1.111231,-0.581975,-0.482444,Visitors-Group 3
11.21,Helmet_8,-0.543547,-3.134784,0.078543,0.005178,-0.078373,-1.504829,Visitors-Alone
11.21,Helmet_2,-4.350049,0.686744,1.2995,1.295629,-0.100228,-0.077204,Visitors-Group 3
11.21,Helmet_3,3.055753,-0.934206,1.104217,-0.969137,-0.529215,-2.641773,Visitors-Alone
11.21,Helmet_1,-1.474579,-3.197784,0.082646,-0.023634,-0.079195,-1.860807,Visitors-Alone
11.21,Helmet_4,-0.681484,2.02617,0.885692,-0.832792,-0.301507,-2.794229,Visitors-Group 2
11.21,Helmet_10,-5.76018,0.402397,1.088666,0.863525,0.662961,0.654757,Visitors-Group 3
11.61,Helmet_10,-5.330048,0.560066,1.145298,1.07533,0.394174,0.351351,Visitors-Group 3
11.61,Helmet_1,-1.465936,-3.205588,0.029113,0.021608,-0.019511,-0.734462,Visitors-Alone
11.61,Helmet_8,-0.510448,-3.183198,0.146617,0.082748,-0.121035,-0.971117,Visitors-Alone
11.61,Helmet_3,2.664764,-1.17515,1.148168,-0.977473,-0.60236,-2.589316,Visitors-Alone
11.61,Helmet_5,-2.153341,-0.245886,1.343775,1.266969,-0.447795,-0.339734,Visitors-Group 3
11.61,Helmet_4,-1.154995,1.909163,1.219382,-1.183776,-0.292518,-2.89934,Visitors-Group 2
11.61,Helmet_7,-0.881094,2.830048,0.141109,0.140931,-0.007089,-0.050257,Visitors-Group 2
11.61,Helmet_2,-3.79467,0.56355,1.422196,1.388448,-0.307985,-0.218285,Visitors-Group 3
12.01,Helmet_3,2.305658,-1.45305,1.135191,-0.897765,-0.694749,-2.482992,Visitors-Alone
12.01,Helmet_2,-3.26009,0.347406,1.441557,1.336449,-0.540361,-0.38423,Visitors-Group 3
12.01,Helmet_8,-0.484335,-3.190185,0.067579,0.065283,-0.017469,-0.261461,Visitors-Alone
12.01,Helmet_1,-1.43353,-3.201884,0.081542,0.081014,0.009262,0.113838,Visitors-Alone
12.01,Helmet_6,2.04668,-3.614887,0.0,0.0,0.0,0.0,Visitors-Alone
12.01,Helmet_10,-4.798934,0.569892,1.32801,1.327782,0.024564,0.018498,Visitors-Group 3
12.01,Helmet_4,-1.635169,1.906908,1.200447,-1.200434,-0.005638,-3.136896,Visitors-Group 2
12.01,Helmet_5,-1.643262,-0.353138,1.303083,1.275199,-0.268127,-0.207244,Visitors-Group 3
12.01,Helmet_7,-1.008736,2.838559,0.319814,-0.319105,0.02128,3.075005,Visitors-Group 2
12.41,Helmet_3,1.97744,-1.786521,1.169751,-0.820546,-0.833679,-2.348256,Visitors-Alone
12.41,Helmet_4,-2.079774,1.847954,1.121242,-1.111512,-0.147386,-3.009762,Visitors-Group 2
12.41,Helmet_1,-1.393607,-3.201162,0.099826,0.09981,0.001805,0.018082,Visitors-Alone
12.41,Helmet_2,-2.735439,0.136572,1.413574,1.31163,-0.527084,-0.382104,Visitors-Group 3
12.41,Helmet_7,-1.350824,2.813921,0.857434,-0.855219,-0.061596,-3.069693,Visitors-Group 2
12.41,Helmet_8,-0.427516,-3.10528,0.255408,0.142047,0.212264,0.98104,Visitors-Alone
12.41,Helmet_6,2.04668,-3.614887,0.0,0.0,0.0,0.0,Visitors-Alone
12.41,Helmet_5,-1.154526,-0.418442,1.232698,1.221839,-0.16326,-0.132831,Visitors-Group 3
12.41,Helmet_10,-4.240048,0.548222,1.398266,1.397216,-0.054176,-0.038755,Visitors-Group 3
12.81,Helmet_5,-0.60781,-0.414885,1.36682,1.366791,0.00889,0.006504,Visitors-Group 3
12.81,Helmet_1,-1.353912,-3.176664,0.116612,0.099235,0.061244,0.552941,Visitors-Alone
12.81,Helmet_2,-2.171263,-0.031112,1.47142,1.410439,-0.419211,-0.288905,Visitors-Group 3
12.81,Helmet_8,-0.321758,-2.921541,0.530003,0.264394,0.459346,1.048521,Visitors-Alone
12.81,Helmet_10,-3.73273,0.466412,1.284678,1.268294,-0.204522,-0.159882,Visitors-Group 3
12.81,Helmet_7,-1.797538,2.668898,1.174162,-1.116785,-0.362557,-2.827683,Visitors-Group 2
12.81,Helmet_4,-2.564564,1.769951,1.227564,-1.211976,-0.195006,-2.982061,Visitors-Group 2
12.81,Helmet_3,1.649147,-2.081059,1.102636,-0.820731,-0.736346,-2.410336,Visitors-Alone
13.21,Helmet_5,-0.051661,-0.356472,1.398019,1.390371,0.146032,0.104648,Visitors-Group 3
13.21,Helmet_4,-3.067188,1.70896,1.265777,-1.25656,-0.152476,-3.020839,Visitors-Group 2
13.21,Helmet_1,-1.35309,-3.089762,0.217265,0.002057,0.217255,1.561326,Visitors-Alone
13.21,Helmet_7,-2.34055,2.568781,1.38041,-1.357529,-0.250292,-2.959267,Visitors-Group 2
13.21,Helmet_2,-1.607829,-0.162442,1.446343,1.408585,-0.328324,-0.228999,Visitors-Group 3
13.21,Helmet_3,1.36137,-2.340912,0.969341,-0.719444,-0.649632,-2.407142,Visitors-Alone
13.21,Helmet_10,-3.17799,0.276429,1.465926,1.38685,-0.474959,-0.329954,Visitors-Group 3
13.21,Helmet_8,-0.247974,-2.697147,0.590534,0.184462,0.560985,1.253114,Visitors-Alone
13.21,Helmet_6,7.917259,2.706251,0.0,0.0,0.0,0.0,Visitors-Alone
13.61,Helmet_8,-0.187865,-2.490652,0.537665,0.150271,0.516239,1.287535,Visitors-Alone
13.61,Helmet_10,-2.56956,0.079182,1.59901,1.521075,-0.493116,-0.313498,Visitors-Group 3
13.61,Helmet_6,7.912472,2.703193,0.014201,-0.011967,-0.007645,-2.573122,Visitors-Alone
13.61,Helmet_5,0.449966,-0.307884,1.259937,1.254068,0.121473,0.096562,Visitors-Group 3
13.61,Helmet_2,-1.007662,-0.171622,1.500593,1.500418,-0.022949,-0.015294,Visitors-Group 3
13.61,Helmet_7,-2.917274,2.51144,1.44892,-1.441811,-0.143353,-3.042493,Visitors-Group 2
13.61,Helmet_3,1.095638,-2.574199,0.88401,-0.664329,-0.583216,-2.421121,Visitors-Alone
13.61,Helmet_1,-1.394666,-2.979345,0.294963,-0.103941,0.276043,1.930917,Visitors-Alone
13.61,Helmet_4,-3.586268,1.534992,1.368643,-1.297701,-0.434921,-2.81821,Visitors-Group 2
14.01,Helmet_5,0.857656,-0.281624,1.021338,1.019226,0.065649,0.064322,Visitors-Group 3
14.01,Helmet_3,0.803214,-2.746314,0.848289,-0.73106,-0.430286,-2.609614,Visitors-Alone
14.01,Helmet_7,-3.455392,2.346286,1.407228,-1.345294,-0.412886,-2.843807,Visitors-Group 2
14.01,Helmet_8,-0.093194,-2.294186,0.545214,0.236677,0.491164,1.121757,Visitors-Alone
