Time,ag_id,x,y,speed,x_speed,y_speed,theta_delta,data_label
8.81,Helmet_1,-4.826801,-2.364082,0.7182,0.628818,-0.346987,-0.504231,Visitors-Group 3
8.81,Helmet_6,2.939906,-0.068908,1.524597,-1.346494,-0.715089,-2.653395,Visitors-Group 2
8.81,Helmet_3,-4.430233,0.811624,1.232604,-1.220265,-0.173969,-2.999981,Visitors-Alone
8.81,Helmet_7,-5.125198,0.09657,0.820363,0.763954,-0.298949,-0.372999,Visitors-Group 3
8.81,Helmet_4,-7.156372,-1.597276,0.651223,0.322539,0.565739,1.052638,Visitors-Alone
8.81,Helmet_2,2.56182,-0.99856,1.333455,-1.14536,-0.682827,-2.603995,Visitors-Group 2
8.81,Helmet_5,5.74028,-0.687543,1.548594,1.527165,0.256727,0.16655,Visitors-Alone
9.21,Helmet_2,2.13007,-1.297242,1.312485,-1.079374,-0.746705,-2.536395,Visitors-Group 2
9.21,Helmet_10,-5.142584,-1.691784,1.090585,1.040488,-0.326745,-0.304279,Visitors-Group 3
9.21,Helmet_6,2.390798,-0.351143,1.543486,-1.372769,-0.705587,-2.666817,Visitors-Group 2
9.21,Helmet_1,-4.425692,-2.367887,1.002819,1.002774,-0.009512,-0.009486,Visitors-Group 3
9.21,Helmet_3,-4.873229,0.666994,1.165018,-1.107489,-0.361575,-2.826021,Visitors-Alone
9.21,Helmet_7,-4.834739,-0.08253,0.853092,0.726146,-0.447747,-0.552542,Visitors-Group 3
9.21,Helmet_4,-7.01146,-1.32249,0.776636,0.362278,0.686964,1.085501,Visitors-Alone
9.21,Helmet_5,6.323373,-0.545961,1.500091,1.457734,0.353955,0.238202,Visitors-Alone
9.21,Helmet_8,-0.39592,2.265717,1.682905,1.681514,-0.068414,-0.040663,Visitors-Alone
9.61,Helmet_4,-6.879976,-1.034094,0.79239,0.328713,0.720993,1.143033,Visitors-Alone
9.61,Helmet_10,-4.74031,-1.83592,1.068292,1.005686,-0.360339,-0.344051,Visitors-Group 3
9.61,Helmet_1,-3.893172,-2.279524,1.349503,1.3313,0.220906,0.164434,Visitors-Group 3
9.61,Helmet_6,1.909112,-0.672546,1.447673,-1.204214,-0.803509,-2.553188,Visitors-Group 2
9.61,Helmet_2,1.695298,-1.632216,1.372122,-1.086933,-0.837435,-2.485127,Visitors-Group 2
9.61,Helmet_8,0.30764,2.204201,1.765611,1.7589,-0.15379,-0.087214,Visitors-Alone
9.61,Helmet_5,6.859178,-0.371762,1.408528,1.339513,0.435498,0.314337,Visitors-Alone
9.61,Helmet_7,-4.518388,-0.168134,0.819324,0.790879,-0.214012,-0.264271,Visitors-Group 3
9.61,Helmet_3,-5.235816,0.371045,1.170085,-0.906468,-0.739875,-2.457041,Visitors-Alone
10.01,Helmet_7,-4.199272,-0.181053,0.798444,0.797791,-0.032296,-0.04046,Visitors-Group 3
10.01,Helmet_8,1.038905,2.169292,1.830243,1.828161,-0.087272,-0.047702,Visitors-Alone
10.01,Helmet_10,-4.369152,-1.936941,0.961651,0.927895,-0.252555,-0.265743,Visitors-Group 3
10.01,Helmet_3,-5.565183,-0.023792,1.285444,-0.823418,-0.987091,-2.266037,Visitors-Alone
10.01,Helmet_4,-6.716152,-0.766407,0.784595,0.409559,0.669216,1.021602,Visitors-Alone
10.01,Helmet_2,1.257426,-1.955428,1.3606,-1.094679,-0.808029,-2.505724,Visitors-Group 2
10.01,Helmet_5,7.412356,-0.23106,1.42698,1.382946,0.351754,0.24907,Visitors-Alone
10.01,Helmet_1,-3.42943,-2.027214,1.31984,1.159352,0.630777,0.498285,Visitors-Group 3
10.01,Helmet_6,1.477084,-0.96814,1.308684,-1.080072,-0.738984,-2.541551,Visitors-Group 2
10.41,Helmet_10,-3.978228,-1.910063,0.979616,0.977309,0.067196,0.068648,Visitors-Group 3
10.41,Helmet_3,-5.777838,-0.497472,1.298064,-0.531639,-1.1842,-1.992771,Visitors-Alone
10.41,Helmet_8,1.787639,2.131146,1.874265,1.871837,-0.095366,-0.050904,Visitors-Alone
10.41,Helmet_1,-3.080758,-1.680828,1.228708,0.871681,0.865965,0.782109,Visitors-Group 3
10.41,Helmet_4,-6.472596,-0.408868,1.081533,0.60889,0.893849,0.972799,Visitors-Alone
10.41,Helmet_5,7.972942,-0.098564,1.440077,1.401464,0.331241,0.232094,Visitors-Alone
10.41,Helmet_2,0.830181,-2.294553,1.363691,-1.068112,-0.847814,-2.470675,Visitors-Group 2
10.41,Helmet_7,-3.864232,-0.225158,0.844825,0.837598,-0.110263,-0.130889,Visitors-Group 3
10.41,Helmet_6,1.04741,-1.250524,1.285397,-1.074182,-0.705959,-2.560169,Visitors-Group 2
10.81,Helmet_6,0.663884,-1.602553,1.301484,-0.958817,-0.880074,-2.39899,Visitors-Group 2
10.81,Helmet_8,2.510529,2.120577,1.807417,1.807224,-0.026421,-0.014619,Visitors-Alone
10.81,Helmet_7,-3.54583,-0.188838,0.801167,0.796004,0.090801,0.11358,Visitors-Group 3
10.81,Helmet_4,-6.178424,-0.006844,1.245391,0.735429,1.005059,0.939093,Visitors-Alone
10.81,Helmet_3,-5.977935,-0.965282,1.272018,-0.500241,-1.169525,-1.974977,Visitors-Alone
10.81,Helmet_5,8.475599,-0.018665,1.272419,1.256643,0.199747,0.157635,Visitors-Alone
10.81,Helmet_1,-2.701416,-1.288753,1.36387,0.948355,0.980186,0.801902,Visitors-Group 3
10.81,Helmet_2,0.421081,-2.650087,1.355007,-1.02275,-0.888835,-2.426135,Visitors-Group 2
10.81,Helmet_10,-3.558102,-1.76132,1.1142,1.050315,0.371859,0.340274,Visitors-Group 3
11.21,Helmet_7,-3.345099,0.073094,0.825004,0.501829,0.654828,0.916912,Visitors-Group 3
11.21,Helmet_4,-5.828322,0.29671,1.158438,0.875256,0.758884,0.714305,Visitors-Alone
11.21,Helmet_3,-6.257724,-1.396644,1.285386,-0.699471,-1.078405,-2.146198,Visitors-Alone
11.21,Helmet_6,0.288302,-1.939262,1.261038,-0.938954,-0.841774,-2.410714,Visitors-Group 2
11.21,Helmet_10,-3.237492,-1.489971,1.050062,0.801525,0.678371,0.702372,Visitors-Group 3
11.21,Helmet_1,-2.406798,-0.800043,1.426615,0.736544,1.221775,1.028286,Visitors-Group 3
11.21,Helmet_8,3.206325,2.129176,1.739623,1.73949,0.021497,0.012358,Visitors-Alone
11.21,Helmet_2,0.001044,-2.982387,1.338969,-1.050091,-0.830751,-2.472288,Visitors-Group 2
11.21,Helmet_5,8.911742,-0.019333,1.090358,1.090356,-0.00167,-0.001532,Visitors-Alone
11.61,Helmet_4,-5.464136,0.588562,1.166753,0.910466,0.729633,0.675584,Visitors-Alone
11.61,Helmet_1,-2.159097,-0.305262,1.383303,0.619253,1.236954,1.106647,Visitors-Group 3
11.61,Helmet_3,-6.532642,-1.8167,1.255059,-0.687296,-1.050141,-2.150314,Visitors-Alone
11.61,Helmet_10,-2.981693,-1.080588,1.206825,0.6395,1.023458,1.01231,Visitors-Group 3
11.61,Helmet_7,-3.210591,0.383994,0.846875,0.33627,0.777251,1.162472,Visitors-Group 3
11.61,Helmet_5,9.178658,-0.030025,0.667825,0.66729,-0.02673,-0.040036,Visitors-Alone
11.61,Helmet_2,-0.392406,-3.27278,1.222527,-0.983626,-0.725983,-2.505772,Visitors-Group 2
11.61,Helmet_8,3.879271,2.14342,1.682742,1.682365,0.035609,0.021163,Visitors-Alone
11.61,Helmet_6,-0.061572,-2.255119,1.178392,-0.874685,-0.789641,-2.407248,Visitors-Group 2
12.01,Helmet_5,9.243709,-0.025156,0.163084,0.162629,0.012172,0.074709,Visitors-Alone
12.01,Helmet_6,-0.356673,-2.504483,0.965877,-0.737752,-0.62341,-2.440001,Visitors-Group 2
12.01,Helmet_8,4.546485,2.212296,1.676899,1.668035,0.17219,0.102865,Visitors-Alone
12.01,Helmet_2,-0.729471,-3.484667,0.995328,-0.842662,-0.529715,-2.580394,Visitors-Group 2
12.01,Helmet_1,-1.886083,0.193857,1.422269,0.682536,1.247795,1.070264,Visitors-Group 3
12.01,Helmet_4,-5.085151,0.897736,1.222746,0.947461,0.772932,0.684297,Visitors-Alone
12.01,Helmet_3,-6.816404,-2.181358,1.155141,-0.709405,-0.911644,-2.232078,Visitors-Alone
12.01,Helmet_10,-2.720304,-0.664046,1.229409,0.65347,1.041356,1.010388,Visitors-Group 3
12.01,Helmet_7,-2.999594,0.652767,0.85425,0.527494,0.671932,0.905244,Visitors-Group 3
12.41,Helmet_3,-7.070627,-2.505202,1.029272,-0.635557,-0.80961,-2.236334,Visitors-Alone
12.41,Helmet_2,-0.99666,-3.625106,0.754625,-0.667974,-0.351097,-2.657663,Visitors-Group 2
12.41,Helmet_6,-0.619291,-2.648634,0.748948,-0.656545,-0.360376,-2.639596,Visitors-Group 2
12.41,Helmet_8,5.222452,2.270435,1.696157,1.689917,0.145349,0.085798,Visitors-Alone
12.41,Helmet_7,-2.771994,0.979814,0.99612,0.568997,0.817616,0.962812,Visitors-Group 3
12.41,Helmet_1,-1.713738,0.750858,1.457638,0.430863,1.392504,1.270724,Visitors-Group 3
12.41,Helmet_4,-4.661807,1.112364,1.186606,1.05836,0.536571,0.469219,Visitors-Alone
12.41,Helmet_10,-2.521488,-0.28414,1.07196,0.497041,0.949762,1.088658,Visitors-Group 3
12.81,Helmet_10,-2.32429,0.112257,1.106847,0.492995,0.990992,1.10917,Visitors-Group 3
12.81,Helmet_1,-1.45097,1.205414,1.312602,0.656921,1.136389,1.046652,Visitors-Group 3
12.81,Helmet_7,-2.594515,1.3584,1.045309,0.4437,0.946467,1.132422,Visitors-Group 3
12.81,Helmet_4,-4.247912,1.332812,1.172356,1.034739,0.55112,0.4894,Visitors-Alone
12.81,Helmet_2,-1.117438,-3.694811,0.348625,-0.301945,-0.174265,-2.61815,Visitors-Group 2
12.81,Helmet_6,-0.78893,-2.745718,0.488638,-0.424097,-0.24271,-2.621792,Visitors-Group 2
12.81,Helmet_8,5.874913,2.362062,1.647157,1.631151,0.229067,0.139521,Visitors-Alone
12.81,Helmet_3,-7.209694,-2.74818,0.6999,-0.347667,-0.607444,-2.090633,Visitors-Alone
13.21,Helmet_2,-1.134312,-3.723928,0.084132,-0.042183,-0.072793,-2.095998,Visitors-Group 2
13.21,Helmet_3,-7.240709,-2.77743,0.106582,-0.077537,-0.073127,-2.385456,Visitors-Alone
13.21,Helmet_6,-0.851794,-2.80884,0.222715,-0.157159,-0.157807,-2.354135,Visitors-Group 2
13.21,Helmet_1,-1.082512,1.577664,1.309417,0.921144,0.930627,0.79052,Visitors-Group 3
13.21,Helmet_4,-3.8642,1.583622,1.146024,0.959277,0.627024,0.578931,Visitors-Alone
13.21,Helmet_8,6.520577,2.492506,1.646774,1.614161,0.32611,0.199347,Visitors-Alone
13.21,Helmet_5,9.252749,-0.001067,0.0,0.0,0.0,0.0,Visitors-Alone
13.21,Helmet_10,-2.064644,0.508221,1.183755,0.649116,0.989911,0.990402,Visitors-Group 3
13.21,Helmet_7,-2.351465,1.701112,1.05037,0.607624,0.856779,0.953925,Visitors-Group 3
13.61,Helmet_2,-1.136542,-3.731017,0.018578,-0.005576,-0.017721,-1.875652,Visitors-Group 2
13.61,Helmet_5,9.25039,0.005894,0.018374,-0.005896,0.017403,1.897473,Visitors-Alone
13.61,Helmet_6,-0.871422,-2.838961,0.089878,-0.04907,-0.075301,-2.14833,Visitors-Group 2
